,carbon,plant,state,year,iso_name,nerc_region,gen,price_zonal,coal,gas,oil_light,oil_heavy,uranium,water,wind,mixed_fuel,unk_fuel,acid_prog
1,0,59TH Street,NY,2015,New York ISO,NPCC,139.0004,43.04,0,0,0,0,0,0,0,0,100,N
2,0,59TH Street,NY,2014,New York ISO,NPCC,303.2736,57.94,0,0,0,0,0,0,0,0,100,N
3,0,59TH Street,NY,2013,New York ISO,NPCC,431.53306,46.09,0,0,0,0,0,0,0,0,100,N
4,0,59TH Street,NY,2012,New York ISO,NPCC,194.60056,37.2,0,0,0,0,0,0,0,0,100,N
5,0,59TH Street,NY,2011,New York ISO,NPCC,567.37436,55.98,0,0,0,0,0,0,0,0,100,N
6,0,59TH Street,NY,2010,New York ISO,NPCC,610.05056,55.75,0,0,0,0,0,0,0,0,100,N
7,0,59TH Street,NY,2009,New York ISO,NPCC,237.93,46.73,0,0,0,0,0,0,0,0,100,N
8,0,59TH Street,NY,2008,New York ISO,NPCC,878.0296,96.92,0,0,0,0,0,0,0,0,100,N
9,0,59TH Street,NY,2007,New York ISO,NPCC,745.0926,77.59,0,0,0,0,0,0,0,0,100,N
10,0,59TH Street,NY,2006,New York ISO,NPCC,1134.1562,70.1,0,0,0,0,0,0,0,0,100,N
11,0,59TH Street,NY,2005,New York ISO,NPCC,1410.0919,95.92,0,0,0,0,0,0,0,0,100,N
12,0,59TH Street,NY,2004,New York ISO,NPCC,212.128,64.54,0,0,0,0,0,0,0,0,100,N
13,0,59TH Street,NY,2003,New York ISO,NPCC,343.3976,64.13,0,0,0,0,0,0,0,0,100,N
14,0,59TH Street,NY,2002,New York ISO,NPCC,2140.992,44.73,0,0,0,0,0,0,0,0,100,N
15,0,59TH Street,NY,2001,New York ISO,NPCC,2075.1318,44.67,0,0,0,0,0,0,0,0,100,N
16,0,59TH Street,NY,2000,New York ISO,NPCC,1190.4454,50.34,0,0,0,0,0,0,0,0,100,N
17,0,59TH Street,NY,1999,New York ISO,NPCC,2878.128,32.21,0,0,0,0,0,0,0,0,100,N
18,0,74TH Street,NY,2015,New York ISO,NPCC,88.4548,43.04,0,0,0,0,0,0,0,0,100,N
19,0,74TH Street,NY,2014,New York ISO,NPCC,126.364,57.94,0,0,0,0,0,0,0,0,100,N
20,0,74TH Street,NY,2013,New York ISO,NPCC,88.4548,46.09,0,0,0,0,0,0,0,0,100,N
21,0,74TH Street,NY,2012,New York ISO,NPCC,127.35686,37.2,0,0,0,0,0,0,0,0,100,N
22,0,74TH Street,NY,2011,New York ISO,NPCC,113.7276,55.98,0,0,0,0,0,0,0,0,100,N
23,0,74TH Street,NY,2010,New York ISO,NPCC,45.2914,55.75,0,0,0,0,0,0,0,0,100,N
24,0,74TH Street,NY,2009,New York ISO,NPCC,40.60672,46.73,0,0,0,0,0,0,0,0,100,N
25,0,74TH Street,NY,2008,New York ISO,NPCC,322.805,96.92,0,0,0,0,0,0,0,0,100,N
26,0,74TH Street,NY,2007,New York ISO,NPCC,169.9334,77.59,0,0,0,0,0,0,0,0,100,N
27,0,74TH Street,NY,2006,New York ISO,NPCC,506.9752,70.1,0,0,0,0,0,0,0,0,100,N
28,0,74TH Street,NY,2005,New York ISO,NPCC,618.6456,95.92,0,0,0,0,0,0,0,0,100,N
29,0,74TH Street,NY,2004,New York ISO,NPCC,255.69,64.54,0,0,0,0,0,0,0,0,100,N
30,0,74TH Street,NY,2003,New York ISO,NPCC,560.3796,64.13,0,0,0,0,0,0,0,0,100,N
31,0,74TH Street,NY,2002,New York ISO,NPCC,25.8066,44.73,0,0,0,0,0,0,0,0,100,N
32,0,74TH Street,NY,2001,New York ISO,NPCC,42.4845,44.67,0,0,0,0,0,0,0,0,100,N
33,0,74TH Street,NY,2000,New York ISO,NPCC,64.3484,50.34,0,0,0,0,0,0,0,0,100,N
34,0,74TH Street,NY,1999,New York ISO,NPCC,257.856,32.21,0,0,0,0,0,0,0,0,100,N
35,0,74TH Street,NY,2015,New York ISO,NPCC,278.0008,43.04,0,0,0,0,0,0,0,0,100,N
36,0,74TH Street,NY,2014,New York ISO,NPCC,126.364,57.94,0,0,0,0,0,0,0,0,100,N
37,0,74TH Street,NY,2013,New York ISO,NPCC,50.5456,47.46,0,0,0,0,0,0,0,0,100,N
38,0,74TH Street,NY,2012,New York ISO,NPCC,210.12528,37.2,0,0,0,0,0,0,0,0,100,N
39,0,74TH Street,NY,2011,New York ISO,NPCC,164.2732,55.98,0,0,0,0,0,0,0,0,100,N
40,0,74TH Street,NY,2010,New York ISO,NPCC,71.08528,57.55,0,0,0,0,0,0,0,0,100,N
41,0,74TH Street,NY,2009,New York ISO,NPCC,128.7088,46.73,0,0,0,0,0,0,0,0,100,N
42,0,74TH Street,NY,2007,New York ISO,NPCC,169.9334,77.59,0,0,0,0,0,0,0,0,100,N
43,0,74TH Street,NY,2006,New York ISO,NPCC,777.088,70.1,0,0,0,0,0,0,0,0,100,N
44,0,74TH Street,NY,2005,New York ISO,NPCC,601.461,95.92,0,0,0,0,0,0,0,0,100,N
45,0,74TH Street,NY,2004,New York ISO,NPCC,255.69,64.54,0,0,0,0,0,0,0,0,100,N
46,0,74TH Street,NY,2003,New York ISO,NPCC,367.926,64.13,0,0,0,0,0,0,0,0,100,N
47,0,74TH Street,NY,2002,New York ISO,NPCC,86.9778,44.73,0,0,0,0,0,0,0,0,100,N
48,0,74TH Street,NY,2001,New York ISO,NPCC,16.9938,44.67,0,0,0,0,0,0,0,0,100,N
49,0,74TH Street,NY,2000,New York ISO,NPCC,80.4355,50.34,0,0,0,0,0,0,0,0,100,N
50,0,74TH Street,NY,1999,New York ISO,NPCC,96.696,32.21,0,0,0,0,0,0,0,0,100,N
51,392.51,A B Brown,IN,2016,Midcontinent ISO,RFC,381.9256,22.5,0,100,0,0,0,0,0,0,0,N
52,4658.6,A B Brown,IN,2015,Midcontinent ISO,RFC,5461.24379,27.61,0,99.84,0.16,0,0,0,0,0,0,Y
53,3888.18,A B Brown,IN,2014,Midcontinent ISO,RFC,4999.42559,37.22,0,89.12,10.88,0,0,0,0,0,0,Y
54,4823.23,A B Brown,IN,2013,Midcontinent ISO,RFC,5836.93387,30.99,0,94.34,5.66,0,0,0,0,0,0,Y
55,11270.86,A B Brown,IN,2012,Midcontinent ISO,RFC,14643.92386,27.55,0,100,0,0,0,0,0,0,0,Y
56,11134.83,A B Brown,IN,2011,Midcontinent ISO,RFC,14364.49462,34.06,0,99.5,0.5,0,0,0,0,0,0,Y
57,16911.51,A B Brown,IN,2010,Midcontinent ISO,RFC,21934.17246,33.1,0,100,0,0,0,0,0,0,0,Y
58,8235.15,A B Brown,IN,2009,Midcontinent ISO,RFC,9925.24386,28.52,0,100,0,0,0,0,0,0,0,Y
59,13640.35,A B Brown,IN,2008,Midcontinent ISO,RFC,18816.35054,48.79,0,97.86,2.14,0,0,0,0,0,0,Y
60,8087.79,A B Brown,IN,2007,Midcontinent ISO,RFC,9796.4046,45.1,0,96.56,3.44,0,0,0,0,0,0,Y
61,11344.4,A B Brown,IN,2006,Midcontinent ISO,RFC,14936.72454,39.07,0,100,0,0,0,0,0,0,0,Y
62,12467.86,A B Brown,IN,2005,Midcontinent ISO,RFC,16255.90707,48.18,0,99.08,0.92,0,0,0,0,0,0,Y
63,739.64,A B Brown,IN,2016,Midcontinent ISO,RFC,882.91066,22.5,0,100,0,0,0,0,0,0,0,N
64,20011.62,A B Brown,IN,2015,Midcontinent ISO,RFC,24675.41409,27.61,0,100,0,0,0,0,0,0,0,Y
65,9813.56,A B Brown,IN,2014,Midcontinent ISO,RFC,11985.54631,37.22,0,100,0,0,0,0,0,0,0,Y
66,15035.61,A B Brown,IN,2013,Midcontinent ISO,RFC,17755.15605,30.99,0,100,0,0,0,0,0,0,0,Y
67,15442.34,A B Brown,IN,2012,Midcontinent ISO,RFC,18878.42652,27.55,0,100,0,0,0,0,0,0,0,Y
68,11309.34,A B Brown,IN,2011,Midcontinent ISO,RFC,13743.08608,34.06,0,100,0,0,0,0,0,0,0,Y
69,12579.56,A B Brown,IN,2010,Midcontinent ISO,RFC,15325.84176,33.1,0,100,0,0,0,0,0,0,0,Y
70,6681.99,A B Brown,IN,2009,Midcontinent ISO,RFC,7497.9513,28.52,0,100,0,0,0,0,0,0,0,Y
71,11695.99,A B Brown,IN,2008,Midcontinent ISO,RFC,14322.68526,48.79,0,100,0,0,0,0,0,0,0,Y
72,15795.3,A B Brown,IN,2007,Midcontinent ISO,RFC,19582.45194,45.1,0,100,0,0,0,0,0,0,0,Y
73,18268.45,A B Brown,IN,2006,Midcontinent ISO,RFC,22673.13876,39.07,0,100,0,0,0,0,0,0,0,Y
74,24752.31,A B Brown,IN,2005,Midcontinent ISO,RFC,30668.34966,48.18,0,100,0,0,0,0,0,0,0,Y
75,297102.4,A B Brown,IN,2016,Midcontinent ISO,RFC,258934.8804,22.5,100,0,0,0,0,0,0,0,0,N
76,1546882.73,A B Brown,IN,2015,Midcontinent ISO,RFC,1384898.047,27.61,100,0,0,0,0,0,0,0,0,Y
77,1770821.56,A B Brown,IN,2014,Midcontinent ISO,RFC,1662609.426,37.22,100,0,0,0,0,0,0,0,0,Y
78,1437074.19,A B Brown,IN,2013,Midcontinent ISO,RFC,1391478.976,30.99,100,0,0,0,0,0,0,0,0,Y
79,1302533.23,A B Brown,IN,2012,Midcontinent ISO,RFC,1195563.155,27.55,100,0,0,0,0,0,0,0,0,Y
80,1089809.71,A B Brown,IN,2011,Midcontinent ISO,RFC,996003.7142,34.06,100,0,0,0,0,0,0,0,0,Y
81,1096546.15,A B Brown,IN,2010,Midcontinent ISO,RFC,1020979.339,33.1,100,0,0,0,0,0,0,0,0,Y
82,1056755.27,A B Brown,IN,2009,Midcontinent ISO,RFC,974673.9368,28.52,99.99,0,0,0,0,0,0,0,0.01,Y
83,1808830.65,A B Brown,IN,2008,Midcontinent ISO,RFC,1637408.023,48.79,100,0,0,0,0,0,0,0,0,Y
84,1608329.38,A B Brown,IN,2007,Midcontinent ISO,RFC,1612082.497,45.1,100,0,0,0,0,0,0,0,0,Y
85,1781103.12,A B Brown,IN,2006,Midcontinent ISO,RFC,1713860.1,39.07,100,0,0,0,0,0,0,0,0,Y
86,1895131.26,A B Brown,IN,2005,Midcontinent ISO,RFC,1769962.05,48.18,100,0,0,0,0,0,0,0,0,Y
87,251473.07,A B Brown,IN,2016,Midcontinent ISO,RFC,207528.3851,22.5,100,0,0,0,0,0,0,0,0,N
88,1342402.38,A B Brown,IN,2015,Midcontinent ISO,RFC,1173858.725,27.61,100,0,0,0,0,0,0,0,0,Y
89,1652730.44,A B Brown,IN,2014,Midcontinent ISO,RFC,1482134.374,37.22,100,0,0,0,0,0,0,0,0,Y
90,1339058.64,A B Brown,IN,2013,Midcontinent ISO,RFC,1162008.094,30.99,100,0,0,0,0,0,0,0,0,Y
91,1446394.05,A B Brown,IN,2012,Midcontinent ISO,RFC,1236181.595,27.55,100,0,0,0,0,0,0,0,0,Y
92,1370716.52,A B Brown,IN,2011,Midcontinent ISO,RFC,1178519.331,34.06,100,0,0,0,0,0,0,0,0,Y
93,1267354.99,A B Brown,IN,2010,Midcontinent ISO,RFC,1135537.121,33.1,100,0,0,0,0,0,0,0,0,Y
94,1305080.51,A B Brown,IN,2009,Midcontinent ISO,RFC,1188452.342,28.52,100,0,0,0,0,0,0,0,0,Y
95,1846771.4,A B Brown,IN,2008,Midcontinent ISO,RFC,1710681.883,48.79,100,0,0,0,0,0,0,0,0,Y
96,1771632.16,A B Brown,IN,2007,Midcontinent ISO,RFC,1753787.172,45.1,100,0,0,0,0,0,0,0,0,Y
97,1755864.49,A B Brown,IN,2006,Midcontinent ISO,RFC,1682962.849,39.07,100,0,0,0,0,0,0,0,0,Y
98,1727903.83,A B Brown,IN,2005,Midcontinent ISO,RFC,1747142.708,48.18,100,0,0,0,0,0,0,0,0,Y
99,1.99,A L Pierce,CT,2016,New England ISO,NPCC,1.36402,26.19,0,28.57,50,0,0,0,0,21.43,0,N
100,1684.24,A L Pierce,CT,2015,New England ISO,NPCC,2291.5536,40.58,0,97.09,2.91,0,0,0,0,0,0,Y
101,9560.78,A L Pierce,CT,2014,New England ISO,NPCC,12915.51566,63.11,0,84.92,15.07,0,0,0,0,0.01,0,Y
102,6258.87,A L Pierce,CT,2013,New England ISO,NPCC,8920.88566,55.89,0,96.27,3.45,0,0,0,0,0.28,0,Y
103,4428.61,A L Pierce,CT,2012,New England ISO,NPCC,6465.74709,36.91,0,91.93,6.86,0,0,0,0,1.21,0,Y
104,3470.21,A L Pierce,CT,2011,New England ISO,NPCC,4642.44207,47.95,0,80.4,17.28,0,0,0,0,0,2.32,Y
105,5443.18,A L Pierce,CT,2010,New England ISO,NPCC,5084.55828,50.77,0,96.72,2.72,0,0,0,0,0.56,0,Y
106,3923.85,A L Pierce,CT,2009,New England ISO,NPCC,3535.665,42.91,0,93.88,5.44,0,0,0,0,0.68,0,Y
107,4385.95,A L Pierce,CT,2008,New England ISO,NPCC,4588.1238,83.34,0,75.29,23.02,0,0,0,0,1.69,0,Y
108,8928,A L Pierce,CT,2007,New England ISO,NPCC,8622.9075,71.99,0,73.75,24.65,0,0,0,0,1.6,0,Y
109,0,Abitibi Canyon GS,ON,2016,IESO (Ontario),NPCC CAN,128112.9539,9.6,0,0,0,0,0,100,0,0,0,N
110,0,Abitibi Canyon GS,ON,2015,IESO (Ontario),NPCC CAN,583549.9054,12.5,0,0,0,0,0,100,0,0,0,N
111,0,Abitibi Canyon GS,ON,2014,IESO (Ontario),NPCC CAN,581799.9891,22.38,0,0,0,0,0,100,0,0,0,N
112,0,Abitibi Canyon GS,ON,2013,IESO (Ontario),NPCC CAN,725435.7618,8.28,0,0,0,0,0,100,0,0,0,N
113,0,Abitibi Canyon GS,ON,2012,IESO (Ontario),NPCC CAN,688329.8489,14.41,0,0,0,0,0,100,0,0,0,N
114,0,Abitibi Canyon GS,ON,2011,IESO (Ontario),NPCC CAN,651556.5459,29.06,0,0,0,0,0,100,0,0,0,N
115,0,Abitibi Canyon GS,ON,2010,IESO (Ontario),NPCC CAN,455795.6106,45.38,0,0,0,0,0,100,0,0,0,N
116,0,Abitibi Canyon GS,ON,2009,IESO (Ontario),NPCC CAN,813115.4655,26.23,0,0,0,0,0,100,0,0,0,N
117,0,Abitibi Canyon GS,ON,2008,IESO (Ontario),NPCC CAN,923393.8933,27.74,0,0,0,0,0,100,0,0,0,N
118,0,Abitibi Canyon GS,ON,2007,IESO (Ontario),NPCC CAN,710231.0996,45.83,0,0,0,0,0,100,0,0,0,N
119,0,Abitibi Canyon GS,ON,2006,IESO (Ontario),NPCC CAN,777755.7586,48.6,0,0,0,0,0,100,0,0,0,N
120,0,Abitibi Canyon GS,ON,2005,IESO (Ontario),NPCC CAN,657542.4072,77.12,0,0,0,0,0,100,0,0,0,N
121,0,Abitibi Canyon GS,ON,2004,IESO (Ontario),NPCC CAN,911816.2303,53.32,0,0,0,0,0,100,0,0,0,N
122,0,Abitibi Canyon GS,ON,2016,IESO (Ontario),NPCC CAN,45811.2193,9.6,0,0,0,0,0,100,0,0,0,N
123,0,Abitibi Canyon GS,ON,2015,IESO (Ontario),NPCC CAN,208665.2673,12.5,0,0,0,0,0,100,0,0,0,N
124,0,Abitibi Canyon GS,ON,2014,IESO (Ontario),NPCC CAN,208040.1628,22.38,0,0,0,0,0,100,0,0,0,N
125,0,Abitibi Canyon GS,ON,2013,IESO (Ontario),NPCC CAN,259400.2621,8.28,0,0,0,0,0,100,0,0,0,N
126,0,Abitibi Canyon GS,ON,2012,IESO (Ontario),NPCC CAN,246132.0194,14.41,0,0,0,0,0,100,0,0,0,N
127,0,Abitibi Canyon GS,ON,2011,IESO (Ontario),NPCC CAN,232983.429,29.06,0,0,0,0,0,100,0,0,0,N
128,0,Abitibi Canyon GS,ON,2010,IESO (Ontario),NPCC CAN,162983.165,45.38,0,0,0,0,0,100,0,0,0,N
129,0,Abitibi Canyon GS,ON,2009,IESO (Ontario),NPCC CAN,290753.6566,26.23,0,0,0,0,0,100,0,0,0,N
130,0,Abitibi Canyon GS,ON,2008,IESO (Ontario),NPCC CAN,330185.1644,27.74,0,0,0,0,0,100,0,0,0,N
131,0,Abitibi Canyon GS,ON,2007,IESO (Ontario),NPCC CAN,253964.2378,45.83,0,0,0,0,0,100,0,0,0,N
132,0,Abitibi Canyon GS,ON,2006,IESO (Ontario),NPCC CAN,278109.4534,48.6,0,0,0,0,0,100,0,0,0,N
133,0,Abitibi Canyon GS,ON,2005,IESO (Ontario),NPCC CAN,235124.4692,77.12,0,0,0,0,0,100,0,0,0,N
134,0,Abitibi Canyon GS,ON,2004,IESO (Ontario),NPCC CAN,326048.483,53.32,0,0,0,0,0,100,0,0,0,N
135,0,Abitibi Canyon GS,ON,2016,IESO (Ontario),NPCC CAN,42776.7235,9.6,0,0,0,0,0,100,0,0,0,N
136,0,Abitibi Canyon GS,ON,2015,IESO (Ontario),NPCC CAN,194845.9104,12.5,0,0,0,0,0,100,0,0,0,N
137,0,Abitibi Canyon GS,ON,2014,IESO (Ontario),NPCC CAN,194262.1097,22.38,0,0,0,0,0,100,0,0,0,N
138,0,Abitibi Canyon GS,ON,2013,IESO (Ontario),NPCC CAN,242221.7235,8.28,0,0,0,0,0,100,0,0,0,N
139,0,Abitibi Canyon GS,ON,2012,IESO (Ontario),NPCC CAN,229832.6485,14.41,0,0,0,0,0,100,0,0,0,N
140,0,Abitibi Canyon GS,ON,2011,IESO (Ontario),NPCC CAN,217553.5191,29.06,0,0,0,0,0,100,0,0,0,N
141,0,Abitibi Canyon GS,ON,2010,IESO (Ontario),NPCC CAN,152189.2648,45.38,0,0,0,0,0,100,0,0,0,N
142,0,Abitibi Canyon GS,ON,2009,IESO (Ontario),NPCC CAN,271498.2878,26.23,0,0,0,0,0,100,0,0,0,N
143,0,Abitibi Canyon GS,ON,2008,IESO (Ontario),NPCC CAN,308318.3831,27.74,0,0,0,0,0,100,0,0,0,N
144,0,Abitibi Canyon GS,ON,2007,IESO (Ontario),NPCC CAN,237145.469,45.83,0,0,0,0,0,100,0,0,0,N
145,0,Abitibi Canyon GS,ON,2006,IESO (Ontario),NPCC CAN,259691.9314,48.6,0,0,0,0,0,100,0,0,0,N
146,0,Abitibi Canyon GS,ON,2005,IESO (Ontario),NPCC CAN,219552.1254,77.12,0,0,0,0,0,100,0,0,0,N
147,0,Abitibi Canyon GS,ON,2004,IESO (Ontario),NPCC CAN,304454.0531,53.32,0,0,0,0,0,100,0,0,0,N
148,349528.18,Acadia Power Station,LA,2016,Midcontinent ISO,SPP,804410.8493,20.13,0,100,0,0,0,0,0,0,0,N
149,1316512.29,Acadia Power Station,LA,2015,Midcontinent ISO,SPP,3003168.041,26.85,0,100,0,0,0,0,0,0,0,Y
150,815053.56,Acadia Power Station,LA,2014,Midcontinent ISO,SPP,1840841.308,40.86,0,100,0,0,0,0,0,0,0,Y
151,1021057.62,Acadia Power Station,LA,2013,Midcontinent ISO,SPP,2278218.998,35,0,100,0,0,0,0,0,0,0,Y
152,378499.26,Acadia Power Station,LA,2016,Midcontinent ISO,SPP,890243.6198,20.13,0,100,0,0,0,0,0,0,0,N
153,1555473.19,Acadia Power Station,LA,2015,Midcontinent ISO,SPP,3580218.117,26.85,0,100,0,0,0,0,0,0,0,Y
154,1158762.18,Acadia Power Station,LA,2014,Midcontinent ISO,SPP,2665368.3,40.86,0,100,0,0,0,0,0,0,0,Y
155,678115.65,Acadia Power Station,LA,2013,Midcontinent ISO,SPP,1479464.494,35,0,100,0,0,0,0,0,0,0,Y
156,0,Adelaide Wind Energy Centre,ON,2016,IESO (Ontario),NPCC CAN,19444.47362,13.73,0,0,0,0,0,0,100,0,0,N
157,0,Adelaide Wind Energy Centre,ON,2015,IESO (Ontario),NPCC CAN,83631.08622,21.79,0,0,0,0,0,0,100,0,0,N
158,0,Adelaide Wind Energy Centre,ON,2014,IESO (Ontario),NPCC CAN,35317.01019,15.6,0,0,0,0,0,0,100,0,0,N
159,0,Adelaide Wind Energy Centre,ON,2016,IESO (Ontario),NPCC CAN,19444.47362,13.73,0,0,0,0,0,0,100,0,0,N
160,0,Adelaide Wind Energy Centre,ON,2015,IESO (Ontario),NPCC CAN,83631.08622,21.79,0,0,0,0,0,0,100,0,0,N
161,0,Adelaide Wind Energy Centre,ON,2014,IESO (Ontario),NPCC CAN,35317.01019,15.6,0,0,0,0,0,0,100,0,0,N
162,455844.9,AEP Generating Co Lawrenceburg Plant,IN,2016,PJM ISO,RFC,1078867.497,25.46,0,100,0,0,0,0,0,0,0,N
163,1441241.74,AEP Generating Co Lawrenceburg Plant,IN,2015,PJM ISO,RFC,3372044.851,31.76,0,100,0,0,0,0,0,0,0,Y
164,767067.21,AEP Generating Co Lawrenceburg Plant,IN,2014,PJM ISO,RFC,1760307.087,44.03,0,100,0,0,0,0,0,0,0,Y
165,575402.14,AEP Generating Co Lawrenceburg Plant,IN,2013,PJM ISO,RFC,1333146.23,34.22,0,100,0,0,0,0,0,0,0,Y
166,1438777.16,AEP Generating Co Lawrenceburg Plant,IN,2012,PJM ISO,RFC,3396340.726,31.7,0,100,0,0,0,0,0,0,0,Y
167,899552.35,AEP Generating Co Lawrenceburg Plant,IN,2011,PJM ISO,RFC,2175092.859,39.04,0,100,0,0,0,0,0,0,0,Y
168,311502.98,AEP Generating Co Lawrenceburg Plant,IN,2010,PJM ISO,RFC,767704.1047,38.36,0,100,0,0,0,0,0,0,0,Y
169,131779.94,AEP Generating Co Lawrenceburg Plant,IN,2009,PJM ISO,RFC,313022.7677,33.63,0,100,0,0,0,0,0,0,0,Y
170,157837.17,AEP Generating Co Lawrenceburg Plant,IN,2008,PJM ISO,RFC,307778.1165,53.42,0,100,0,0,0,0,0,0,0,Y
171,229327.24,AEP Generating Co Lawrenceburg Plant,IN,2007,PJM ISO,RFC,413356.2223,46.55,0,100,0,0,0,0,0,0,0,Y
172,127313.31,AEP Generating Co Lawrenceburg Plant,IN,2006,PJM ISO,RFC,226059.4292,42.24,0,100,0,0,0,0,0,0,0,Y
173,48888.31,AEP Generating Co Lawrenceburg Plant,IN,2005,PJM ISO,RFC,94235.17856,47.34,0,100,0,0,0,0,0,0,0,Y
174,5768.33,AEP Generating Co Lawrenceburg Plant,IN,2004,PJM ISO,RFC,10285.334,33.11,0,100,0,0,0,0,0,0,0,Y
175,447990.33,AEP Generating Co Lawrenceburg Plant,IN,2016,PJM ISO,RFC,1040616.417,25.46,0,100,0,0,0,0,0,0,0,N
176,1484428.99,AEP Generating Co Lawrenceburg Plant,IN,2015,PJM ISO,RFC,3411394.514,31.76,0,100,0,0,0,0,0,0,0,Y
177,697635.64,AEP Generating Co Lawrenceburg Plant,IN,2014,PJM ISO,RFC,1571386.993,44.03,0,100,0,0,0,0,0,0,0,Y
178,580698.83,AEP Generating Co Lawrenceburg Plant,IN,2013,PJM ISO,RFC,1310497.306,34.22,0,100,0,0,0,0,0,0,0,Y
179,1387146.07,AEP Generating Co Lawrenceburg Plant,IN,2012,PJM ISO,RFC,3197538.54,31.7,0.07,99.93,0,0,0,0,0,0,0,Y
180,851997.27,AEP Generating Co Lawrenceburg Plant,IN,2011,PJM ISO,RFC,1996336.87,39.04,0,100,0,0,0,0,0,0,0,Y
181,372336.81,AEP Generating Co Lawrenceburg Plant,IN,2010,PJM ISO,RFC,846763.1967,38.36,0,100,0,0,0,0,0,0,0,Y
182,116635.58,AEP Generating Co Lawrenceburg Plant,IN,2009,PJM ISO,RFC,268497.2041,33.63,0,100,0,0,0,0,0,0,0,Y
183,151642.33,AEP Generating Co Lawrenceburg Plant,IN,2008,PJM ISO,RFC,285245.0488,53.42,0,100,0,0,0,0,0,0,0,Y
184,206726.05,AEP Generating Co Lawrenceburg Plant,IN,2007,PJM ISO,RFC,360059.77,46.55,0,100,0,0,0,0,0,0,0,Y
185,101472.85,AEP Generating Co Lawrenceburg Plant,IN,2006,PJM ISO,RFC,187441.0086,42.24,0,100,0,0,0,0,0,0,0,Y
186,83524.11,AEP Generating Co Lawrenceburg Plant,IN,2005,PJM ISO,RFC,170859.2214,47.34,0,100,0,0,0,0,0,0,0,Y
187,12469.44,AEP Generating Co Lawrenceburg Plant,IN,2004,PJM ISO,RFC,24617.52524,33.11,0,99.52,0,0,0,0,0,0,0.48,Y
188,58549.6,AES Alamitos LLC,CA,2009,California ISO,WECC,72139.008,36.35,0,100,0,0,0,0,0,0,0,Y
189,30991.4,AES Alamitos LLC,CA,2008,California ISO,WECC,35807.6952,69.19,0,100,0,0,0,0,0,0,0,Y
190,22968.1,AES Alamitos LLC,CA,2007,California ISO,WECC,26363.4044,54.77,0,100,0,0,0,0,0,0,0,Y
191,48387.2,AES Alamitos LLC,CA,2006,California ISO,WECC,54387.684,46.89,0,100,0,0,0,0,0,0,0,Y
192,47341.1,AES Alamitos LLC,CA,2005,California ISO,WECC,42433.004,55.52,0,100,0,0,0,0,0,0,0,Y
193,96930.9,AES Alamitos LLC,CA,2004,California ISO,WECC,91500.0075,39.47,0,100,0,0,0,0,0,0,0,Y
194,100865.8,AES Alamitos LLC,CA,2003,California ISO,WECC,114109.7237,35.81,0,100,0,0,0,0,0,0,0,Y
195,107509.3,AES Alamitos LLC,CA,2002,California ISO,WECC,132564.5656,27.07,0,100,0,0,0,0,0,0,0,Y
196,121413.1,AES Alamitos LLC,CA,2001,California ISO,WECC,140835.411,61.91,0,100,0,0,0,0,0,0,0,Y
197,75529.48,AES Alamitos LLC,CA,2000,California ISO,WECC,86145.89305,134.94,0,100,0,0,0,0,0,0,0,Y
198,30026.2,AES Alamitos LLC,CA,2009,California ISO,WECC,35773.5068,36.35,0,100,0,0,0,0,0,0,0,Y
199,20596.1,AES Alamitos LLC,CA,2008,California ISO,WECC,24175.3401,69.19,0,100,0,0,0,0,0,0,0,Y
200,27276.8,AES Alamitos LLC,CA,2007,California ISO,WECC,33781.5184,54.77,0,100,0,0,0,0,0,0,0,Y
201,35963.7,AES Alamitos LLC,CA,2006,California ISO,WECC,43455.328,46.89,0,100,0,0,0,0,0,0,0,Y
202,33662.9,AES Alamitos LLC,CA,2005,California ISO,WECC,33665.102,55.52,0,100,0,0,0,0,0,0,0,Y
203,96179.7,AES Alamitos LLC,CA,2004,California ISO,WECC,97139.25,39.47,0,100,0,0,0,0,0,0,0,Y
204,103590.8,AES Alamitos LLC,CA,2003,California ISO,WECC,119728.9275,35.81,0,100,0,0,0,0,0,0,0,Y
205,128609.4,AES Alamitos LLC,CA,2002,California ISO,WECC,155591.5776,27.07,0,100,0,0,0,0,0,0,0,Y
206,254744.7,AES Alamitos LLC,CA,2001,California ISO,WECC,293630.751,61.91,0,100,0,0,0,0,0,0,0,Y
207,204376.23,AES Alamitos LLC,CA,2000,California ISO,WECC,241919.2115,134.94,0,100,0,0,0,0,0,0,0,Y
208,372838.2,AES Alamitos LLC,CA,2009,California ISO,WECC,551008.2251,36.35,0,100,0,0,0,0,0,0,0,Y
209,428617.8,AES Alamitos LLC,CA,2008,California ISO,WECC,638444.3177,69.19,0,100,0,0,0,0,0,0,0,Y
210,347034.9,AES Alamitos LLC,CA,2007,California ISO,WECC,501559.4416,54.77,0,100,0,0,0,0,0,0,0,Y
211,369962.2,AES Alamitos LLC,CA,2006,California ISO,WECC,496878.9843,46.89,0,100,0,0,0,0,0,0,0,Y
212,218259.5,AES Alamitos LLC,CA,2005,California ISO,WECC,268640.502,55.52,0,100,0,0,0,0,0,0,0,Y
213,459442.2,AES Alamitos LLC,CA,2004,California ISO,WECC,661753.788,39.47,0,100,0,0,0,0,0,0,0,Y
214,704184.7,AES Alamitos LLC,CA,2003,California ISO,WECC,1034057.737,35.81,0,100,0,0,0,0,0,0,0,Y
